For Retail / Manufacturing Industry,,,,,,,,,,,,,,,,,,,,,,,
26,Besuto,,n/a,,,,F1,,,, 0.31 ,1500,500,0,pieces,,," 750,000.00 ", 750000pieces , 462.00 ,,,
27,Bihon,,Super Q,pack,1000grams,,Annex,,Super Q/pack/1000grams,, 0.10 ,7000,1000,pack,grams,,1000grams," 7,000,000.00 ", 7000000grams , 700.00 ,,,
27,Bihon,,Super Q,pack,500grams,,CIP,,Super Q/pack/500grams,, 38.70 ,9,1,pack,grams,,, 9.00 , 9grams , 348.30 ,,,
27,Bihon,,n/a,,,,F1,,,, 0.08 ,1000,500,0,grams,,," 500,000.00 ", 500000grams , 83.80 ,,,
28,Bingo Choco Orange,,Monde(10pcsx28grams),,,,Annex,,Monde(10pcsx28grams),, 5.82 ,50,1,0,pieces,,1pieces, 50.00 , 50pieces , 291.00 ,,,
29,Bingo Double Choco,,Mondepack (10pcsx28grams),,,,Annex,,Mondepack (10pcsx28grams),, 5.85 ,366,1,0,pieces,,1pieces, 366.00 , 366pieces ," 2,141.10 ",,,
30,Bingo Orange,,Monde(10pcsx28grams),,,,CIP,,Monde(10pcsx28grams),, 5.70 ,370,1,0,pieces,,, 370.00 , 370pieces ," 2,109.00 ",,,
30,Bingo Orange,,n/a,,,,F1,,,, 6.17 ,120,10,0,pieces,,," 1,200.00 ", 1200pieces , 740.40 ,,,
31,Bingo Vanilla Biscuits,,Monde (10pcsx28grams),,,,Annex,,Monde (10pcsx28grams),, 5.82 ,5,1,0,pieces,,1pieces, 5.00 , 5pieces , 29.10 ,,,
31,Bingo Vanilla Biscuits,,Monde (10pcsx28grams),,,,CIP,,Monde (10pcsx28grams),, 5.70 ,375,1,0,pieces,,, 375.00 , 375pieces ," 2,137.50 ",,,
32,Birch Tree,,Birch Tree,pack (pcsx33grams),,,Annex,,Birch Tree/pack (pcsx33grams),, 8.57 ,238,1,pack (pcsx33grams),pieces,,1pieces, 238.00 , 238pieces ," 2,039.66 ", 8.57 ,,
32,Birch Tree,,Birch Tree,pack (pcsx33grams),,,CIP,,Birch Tree/pack (pcsx33grams),, 8.92 ,231,1,pack (pcsx33grams),pieces,,, 231.00 , 231pieces ," 2,060.52 ",,,
32,Birch Tree,,n/a,,,,F1,,,, 8.75 ,206,1,0,pieces,,, 206.00 , 206pieces ," 1,802.50 ",,,
33,Black Beans,,Temple,can,180grams,,CIP,,Temple/can/180grams,, 31.10 ,1,1,can,grams,,, 1.00 , 1grams , 31.10 ,,,
33,Black Beans,,n/a,,,,F1,,,, 0.17 ,5220,180,0, grams,,," 939,600.00 ", 939600grams , 899.00 ,,,
34,Black Coffee,,Kopiko,pack (pcsx30grams),,,Annex,,Kopiko/pack (pcsx30grams),, 7.37 ,239,1,pack (pcsx30grams),pieces,,1pieces, 239.00 , 239pieces ," 1,761.43 ", 7.37 ,,
35,Black Olives,,Dona Elena,bottle,330grams,,Annex,,Dona Elena/bottle/330grams,, 0.50 ,330,330,bottle,grams,,330grams," 108,900.00 ", 108900grams , 164.50 , 0.50 ,,
36,Black Peppercon - Ground,,Edward,pack,1000grams,,CIP,,Edward/pack/1000grams,, 590.00 ,1,1,pack,grams,,, 0.50 , 0.5grams , 295.00 ,,,
37,Blanca Coffee,,Kopiko,pack (pcsx30grams),,,Annex,,Kopiko/pack (pcsx30grams),, 8.20 ,180,1,pack (pcsx30grams),pieces,,1pieces, 180.00 , 180pieces ," 1,476.00 ", 8.20 ,,
38,Bleach,,Quinriv,,,,Annex,,Quinriv,, 127.00 ,1,1,0,gal,,1gal, 1.00 , 1gal , 127.00 , 127.00 ,,
39,Blend 45,,URC,pack (pcsx18grams),,,Annex,,URC/pack (pcsx18grams),, 4.10 ,100,1,pack (pcsx18grams),pieces,,1pieces, 100.00 , 100pieces , 410.00 , 4.10 ,,
39,Blend 45,,n/a,,,,F1,,,, 4.30 ,196,1,0,pieces,,, 196.00 , 196pieces , 842.21 ,,,
40,Bread Crumbs,,Goodlife,pack,1000grams,,CIP,,Goodlife/pack/1000grams,, 143.20 ,9,1000,pack,grams,,," 9,000.00 ", 9000grams ," 1,288.80 ",,,
40,Bread Crumbs,,Krispers,pack,1000grams,,F1,,Krispers/pack/1000grams,, 0.17 ,13400,1000,pack,grams,,," 13,400,000.00 ", 13400000grams ," 2,211.00 ",,,
41,Bread Stick,,n/a,,,,F1,,,, 49.00 ,2,1,0,grams,,, 2.00 , 2grams , 98.00 ,,,
42,Brewed Coffee,,Tropical Brewed,pack,1000,,Annex,,Tropical Brewed/pack/1000,, 0.70 ,2000,1000,pack,grams,,1000grams," 2,000,000.00 ", 2000000grams ," 1,400.00 ", 0.70 ,,
42,Brewed Coffee,,Tropical Brewed,pack,500grams,,CIP,,Tropical Brewed/pack/500grams,, 350.00 ,3,0.5,pack,grams,,, 1.50 , 1.5grams ," 1,050.00 ",,,
42,Brewed Coffee,,n/a,,,,F1,,,, 0.60 ,2000,1000,0,grams,,," 2,000,000.00 ", 2000000grams ," 1,200.00 ",,,
43,Broth Cubes - Beef,,Knorr,box,grams,12pcs,Annex,,Knorr/box/grams/12pcs,, 0.57 ,240,120,box,grams,,120grams," 28,800.00 ", 28800grams , 136.00 , 0.57 ,,
43,Broth Cubes - Beef,,Mc Cormick,bottle,30ml,,Annex,,Mc Cormick/bottle/30ml,, 2.17 ,30, 30.00 ,bottle, ml,,30ml, 900.00 , 900ml , 65.00 , 2.17 ,,
43,Broth Cubes - Beef,,Knorr,box,60grams,,CIP,,Knorr/box/60grams,, 35.20 ,2,1,box,grams,,, 2.00 , 2grams , 70.40 ,,,
44,Broth Cubes - Chicken,,Knorr,box,grams,,Annex,,Knorr/box/grams,, 0.57 ,240,120,box,grams,,120grams," 28,800.00 ", 28800grams , 136.40 , 0.57 ,,
44,Broth Cubes - Chicken,,Knorr,box,60grams,,CIP,,Knorr/box/60grams,, 35.20 ,3,1,box,grams,,, 3.00 , 3grams , 105.60 ,,,
45,Broth Cubes - Pork,,Knorr,box,grams,,Annex,,Knorr/box/grams,, 0.57 ,120,120,box,grams,,120grams," 14,400.00 ", 14400grams , 68.20 , 0.57 ,,
46,Brown Supot #10,,n/a,,,,CIP,,,, 47.00 ,4,1,0,packs,,, 4.00 , 4packs , 188.00 ,,,
47,Brown Supot #16,,n/a,,,,CIP,,,, 45.00 ,3,1,0,packs,,, 3.00 , 3packs , 135.00 ,,,
48,Butter Coconut,,Nissin,pack (10pcsx28grams),,,CIP,,Nissin/pack (10pcsx28grams),, 21.26 ,60,1,pack (10pcsx28grams),pieces,,, 60.00 , 60pieces ," 1,275.60 ",,,
49,Button Mushroom Whole,,Jolly,can,400grams.200grams drained weight,,CIP,,Jolly/can/400grams.200grams drained weight,, 57.61 ,23,,can,drained weight grams,,, -  .00 , 0drained weight grams ," 1,336.84 ",,,
50,C2 Solo Apple,,Pepsi,box (24x230ml),,,CIP,,Pepsi/box (24x230ml),, 12.49 ,317,24,box (24x230ml),pieces,,," 7,608.00 ", 7608pieces ," 3,959.33 ",,,
51,Cabbage,,Fresh,,,,Annex,,Fresh,, 0.06 ,5000,1000,0,grams,,1000grams," 5,000,000.00 ", 5000000grams , 310.00 ,,,
51,Cabbage,,Fresh,,,,CIP,,Fresh,, 110.00 ,2,1,0,grams,,, 2.00 , 2grams , 220.00 ,,,
52,Cake bar chocolate,,Alaska,box (48x80ml),,,Annex,,Alaska/box (48x80ml),, 7.68 ,6,1,box (48x80ml),pieces,,1pieces, 6.00 , 6pieces , 46.08 , 7.68 ,,
52,Cake bar chocolate,,Fudgee bar,pack (10pcsx40grams),,,Annex,,Fudgee bar/pack (10pcsx40grams),, 7.67 ,14,1,pack (10pcsx40grams),pieces,,1pieces, 14.00 , 14pieces , 107.38 ,,,
53,Cake Flour,,pack,1000grams,,,CIP,,pack/1000grams,, 75.00 ,2,1000,1000grams,grams,,," 2,000.00 ", 2000grams , 150.00 ,,,
54,Calabasa,,Fresh,,,,Annex,,Fresh,, 145.00 ,4,1,0,grams,,1grams, 4.00 , 4grams , 580.00 ,,,
55,Calbee,,n/a,,,,F1,,,, 124.35 ,1,1,0,pieces,,, 1.00 , 1pieces , 124.35 ,,,
56,Canola Oil,,n/a,,,,F1,,,, 0.14 ,1200,2000,0,ml,,," 2,400,000.00 ", 2400000ml , 172.98 ,,,
57,Canton,,Excellent,pack,400grams,,Annex,,Excellent/pack/400grams,, 0.27 ,3000,500,pack,grams,,500grams," 1,500,000.00 ", 1500000grams , 795.00 ,,,
57,Canton,,Excellent,pack,400grams,,CIP,,Excellent/pack/400grams,, 129.89 ,22,1,pack,grams,,, 22.00 , 22grams ," 2,857.58 ",,,
57,Canton,,n/a,,,,F1,,,, 0.18 ,10000,500,0,grams,,," 5,000,000.00 ", 5000000grams ," 1,814.60 ",,,
58,Caramel Popcorn,,Oishi,box (pcsx60grams),,,Annex,,Oishi/box (pcsx60grams),, 15.19 ,12,1,box (pcsx60grams),pieces,,1pieces, 12.00 , 12pieces , 182.28 ,,,
59,Carne Norte Classic,,n/a,,,,F1,,,, 0.18 ,1040,260,0, grams,,," 270,400.00 ", 270400grams , 183.60 ,,,
60,Carrots,,Fresh,,,,CIP,,Fresh,, 120.00 ,3,1,0,grams,,, 3.00 , 3grams , 360.00 ,,,
61,Cassava Starch,,pack,1000grams,,,Annex,,pack/1000grams,, 0.11 ,1000,1000,1000grams,grams,,1000grams," 1,000,000.00 ", 1000000grams , 105.00 , 0.11 ,,
61,Cassava Starch,,pack,1000grams,,,CIP,,pack/1000grams,, 70.00 ,10,1000,1000grams,grams,,," 10,000.00 ", 10000grams , 700.00 ,,,
62,Catsup,,Ticman,gallon,3500ml,,Annex,,Ticman/gallon/3500ml,, 88.00 ,16,1,gallon,gal,,1gal, 16.00 , 16gal ," 1,408.00 ", 88.00 ,,
62,Catsup,,Ticman,gallon,3500ml,,CIP,,Ticman/gallon/3500ml,,88.00,25,1,gallon,gal,,, 25.00 , 25gal ," 2,200.00 ",,,
63,Cayenne Powder,,n/a,,,,F1,,,, 1.13 ,30,30,0,grams,,, 900.00 , 900grams , 34.00 ,,,
64,Century Flakes in Oil,,n/a,,,,F1,,,, 0.23 ,2520,420,0, grams,,," 1,058,400.00 ", 1058400grams , 580.20 ,,,
65,Champion,,Energen,pack (pcsx30grams),,,Annex,,Energen/pack (pcsx30grams),, 8.40 ,234,1,pack (pcsx30grams),pieces,,1pieces, 234.00 , 234pieces ," 1,965.60 ", 8.40 ,,
65,Champion,,Energen,pack (pcsx30grams),,,CIP,,Energen/pack (pcsx30grams),, 8.97 ,788,1,pack (pcsx30grams),pieces,,, 788.00 , 788pieces ," 7,068.36 ",,,
66,Charmie liner,,n/a,,,,F1,,,, 26.00 ,24,1,0,pieces,,, 24.00 , 24pieces , 624.00 ,,,
67,Cheese,,Daily Quezo,box,160grams,,Annex,,Daily Quezo/box/160grams,, 0.22 ,7520,160,box,grams,,160grams," 1,203,200.00 ", 1203200grams ," 1,683.54 ", 0.22 ,,
67,Cheese,,Daily Quezo,box,160grams,,CIP,,Daily Quezo/box/160grams,, 34.42 ,32,160,box,grams,,," 5,120.00 ", 5120grams ," 1,101.44 ",,,
67,Cheese,,Bigtime,pack,160grams,,CIP,,Bigtime/pack/160grams,, 35.82 ,24,160,pack,grams,,," 3,840.00 ", 3840grams , 859.68 ,,,
67,Cheese,,Daily Quezo,box,160grams,,F1,,Daily Quezo/box/160grams,, 0.22 ,5280,160,box,grams,,," 844,800.00 ", 844800grams ," 1,171.50 ",,,
68,Cheese Ball,,n/a,,,,F1,,,, 15.72 ,25,25,0,pieces,,, 625.00 , 625pieces , 393.10 ,,,
69,Cheese Curls,,n/a,,,,F1,,,, 18.97 ,23,1,0,pieces,,, 23.00 , 23pieces , 436.31 ,,,
70,Cheese Powder,,SM Bonus,pack,50grams,,CIP,,SM Bonus/pack/50grams,, 18.50 ,6,1,pack,grams,,, 6.00 , 6grams , 111.00 ,,,
71,Cheese Ring,,n/a,,,,F1,,,, 15.47 ,25,25,0,pieces,,, 625.00 , 625pieces , 386.80 ,,,
72,Cheese Ring Cheese,,Regent,bundle (25x60 grams),,,Annex,,Regent/bundle (25x60 grams),, 15.47 ,10,1,bundle (25x60 grams),pieces,,1pieces, 10.00 , 10pieces , 154.70 ,,,
72,Cheese Ring Cheese,,Regent,bundle (25x60 grams),,,CIP,,Regent/bundle (25x60 grams),, 15.47 ,50,1,bundle (25x60 grams),pieces,,, 50.00 , 50pieces , 773.60 ,,,
73,Cheez-it Cheese,,Pepsi,case (24x500ml),,,Annex,,Pepsi/case (24x500ml),, 43.40 ,24,1,case (24x500ml),pieces,,1pieces, 24.00 , 24pieces ," 1,041.60 ", 43.40 ,,
73,Cheez-it Cheese,,Nutri-Snackbundle (50x60grams),,,,Annex,,Nutri-Snackbundle (50x60grams),, 15.39 ,12,1,0,pieces,,1pieces, 12.00 , 12pieces , 184.68 ,,,
73,Cheez-it Cheese,,Nutri-Snackbundle (50x60grams),,,,CIP,,Nutri-Snackbundle (50x60grams),, 16.33 ,50,1,0,pieces,,, 50.00 , 50pieces , 816.50 ,,,
73,Cheez-it Cheese,,n/a,,,,F1,,,, 15.39 ,3,50,0,pieces,,, 150.00 , 150pieces , 46.17 ,,,
74,Cheezy,,n/a,,,,F1,,,, 26.35 ,4,1,0,pieces,,, 4.00 , 4pieces , 105.40 ,,,
75,Chicken and Corn,,Knorr,sachet,60grams,,CIP,,Knorr/sachet/60grams,, 58.00 ,12,1,sachet,grams,,, 12.00 , 12grams , 696.00 ,,,
76,Chicken Breast,,Star,pail,1000grams,,Annex,,Star/pail/1000grams,, 0.12 ,7000,1000,pail,grams,,1000grams," 7,000,000.00 ", 7000000grams , 840.00 , 0.12 ,,
76,Chicken Breast,,Frozen with bone,,,,Annex,,Frozen with bone,, 285.00 ,5,1,0,kilos,,1kilos, 5.00 , 5kilos ," 1,425.00 ", 285.00 ,,
77,Chicken Leg Quarter,,Frozen,box(kilos),,,Annex,,Frozen/box(kilos),, 138.00 ,50,1,box(kilos),kilos,,1kilos, 50.00 , 50kilos ," 6,900.00 ", 138.00 ,,
77,Chicken Leg Quarter,,Frozen,box(kilos),,,CIP,,Frozen/box(kilos),, 138.00 ,123,1,box(kilos),kilos,,, 123.00 , 123kilos ," 16,974.00 ",,,
77,Chicken Leg Quarter,,n/a,,,,F1,,,, 139.00 ,40,1,0,kilos,,, 40.00 , 40kilos ," 5,560.00 ",,,
78,Chicken Whole,,Frozen,box(kilos),,,CIP,,Frozen/box(kilos),, 169.00 ,58,1,box(kilos),kilos,,, 58.00 , 58kilos ," 9,802.00 ",,,
78,Chicken Whole,,n/a,,,,F1,,,, 168.00 ,19,1,0,kilos,,, 19.00 , 19kilos ," 3,192.00 ",,,
79,Chicken Wings,,Fresh,,,,CIP,,Fresh,, 168.00 ,30,1,0,kilos,,, 30.00 , 30kilos ," 5,040.00 ",,,
80,Chili Garlic Sauce,,Lee Kum Kee,bottle,226grams,,CIP,,Lee Kum Kee/bottle/226grams,, 240.00 ,1,1,bottle,grams,,, 1.00 , 1grams , 240.00 ,,,
81,Chilli Powder,,UFC,pack,30grams,,Annex,,UFC/pack/30grams,, 1.46 ,60,30,pack,grams,,30grams," 1,800.00 ", 1800grams , 87.60 , 1.46 ,,
82,Chippy Babarque,,Jack n Jill,box (100,25grams),,Annex,,Jack n Jill/box (100/25grams),, 6.79 ,13, 1.00 ,box (100,pieces,,1pieces, 13.00 , 13pieces , 88.27 ,,,
82,Chippy Babarque,,n/a,,,,F1,,,, 23.31 ,50,50,0,pieces,,," 2,500.00 ", 2500pieces ," 1,165.65 ",,,
83,Chiz Curls,,Jack n Jill,box (pcsx55grams),,,Annex,,Jack n Jill/box (pcsx55grams),, 19.25 ,139,1,box (pcsx55grams),pieces,,1pieces, 139.00 , 139pieces ," 2,675.75 ",,,
84,Chocnut,,King,pack (24pcsxgrams),,,Annex,,King/pack (24pcsxgrams),, 1.80 ,379,1,pack (24pcsxgrams),pieces,,1pieces, 379.00 , 379pieces , 682.20 ,,,
85,Choco Crunchies,,n/a,,,,F1,,,, 1.47 ,2,48,0,pieces,,, 96.00 , 96pieces , 2.95 ,,,
85,Choco Crunchies,,n/a,,,,F1,,,, 3.69 ,2,1,0,pieces,,, 2.00 , 2pieces , 7.38 ,,,
86,Chocolate Syrup,,Injoy bottle,750ml,,,Annex,,Injoy bottle/750ml,, 0.17 ,750,750,750ml,ml,,750ml," 562,500.00 ", 562500ml , 128.00 , 0.17 ,,
87,Chocolate-Cadbury,,n/a,,,,F1,,,, 8.28 ,36,1,0,pieces,,, 36.00 , 36pieces , 298.08 ,,,
88,Chocolate-Kikkat,,n/a,,,,F1,,,, 16.90 ,28,1,0,pieces,,, 28.00 , 28pieces , 473.20 ,,,
89,Chopsticks,,Welcome,pack 100s',,,CIP,,Welcome/pack 100s',, 100.00 ,4,1,pack 100s',packs,,, 4.00 , 4packs , 400.00 ,,,
90,Cloud 9 Classic,,Jack n Jill,box (12pcsx,28grams),,CIP,,Jack n Jill/box (12pcsx/28grams),, 7.78 ,144,1,box (12pcsx,pieces,,, 144.00 , 144pieces ," 1,120.32 ",,,
91,Cloud 9 Classic mini,,n/a,,,,F1,,,, 2.11 ,419,36,0,pieces,,," 15,084.00 ", 15084pieces , 884.56 ,,,
92,Clover BBQ,,n/a,,,,F1,,,, 31.80 ,36,36,0,pieces,,," 1,296.00 ", 1296pieces ," 1,144.80 ",,,
92,Clover BBQ,,n/a,,,,F1,,,, 52.76 ,1,30,0,pieces,,, 30.00 , 30pieces , 52.76 ,,,
93,Coconut Milk Powder,,n/a,,,,F1,,,, 0.57 ,50,50,0,grams,,," 2,500.00 ", 2500grams , 28.55 ,,,
94,Coconut Powder,,Vista,pack (24pcsx50grams),,,Annex,,Vista/pack (24pcsx50grams),, 0.63 ,2350,50,pack (24pcsx50grams),grams,,50grams," 117,500.00 ", 117500grams ," 1,482.85 ", 0.63 ,,
95,Coffee 5 in 1,,n/a,,,,F1,,,, 14.25 ,20,1,0,pieces,,, 20.00 , 20pieces , 285.00 ,,,
96,Coffee Granules Stick,,Great Taste,1.8,Sachet,,CIP,,Great Taste/1.8/Sachet,, 2.04 ,1492,,1.8,pieces,,, -  .00 , 0pieces ," 3,043.68 ",,,
96,Coffee Granules Stick,,n/a,,,,F1,,,, 2.04 ,720,1,0,pieces,,, 720.00 , 720pieces ," 1,468.80 ",,,
97,Coffee mate,,n/a,,,,F1,,,, 1.97 ,684,1,0,pieces,,, 684.00 , 684pieces ," 1,347.48 ",,,
98,Coffee Premuim Classic Stick,,n/a,,,,F1,,,, 2.65 ,828,1,0,pieces,,, 828.00 , 828pieces ," 2,194.20 ",,,
99,Coffee Stick,,Great Tastepack (pcsx1.8grams),,,,Annex,,Great Tastepack (pcsx1.8grams),, 2.79 ,2312,1,0,pieces,,1pieces," 2,312.00 ", 2312pieces ," 6,450.48 ", 2.79 ,,
99,Coffee Stick,,Great Tastepack (pcsx1.8grams),,,,CIP,,Great Tastepack (pcsx1.8grams),, 2.89 ,3576,1,0,pieces,,," 3,576.00 ", 3576pieces ," 10,334.64 ",,,
100,Coffee Stirrer,,My Everyday,50's,,,CIP,,My Everyday/50's,, 13.30 ,20,1,50's,packs,,, 20.00 , 20packs , 266.00 ,,,
101,Coffeemate,,Nestle,pack,400grams,,Annex,,Nestle/pack/400grams,, 0.26 ,800,400,pack,grams,,400grams," 320,000.00 ", 320000grams , 206.60 , 0.26 ,,
101,Coffeemate,,Nestle,pack (pcsx5grams),,,Annex,,Nestle/pack (pcsx5grams),, 1.97 ,479,1,pack (pcsx5grams),pieces,,1pieces, 479.00 , 479pieces , 943.63 , 1.97 ,,
101,Coffeemate,,Nestle,pack (pcsx5grams),,,CIP,,Nestle/pack (pcsx5grams),, 1.93 ,1074,1,pack (pcsx5grams),pieces,,," 1,074.00 ", 1074pieces ," 2,072.82 ",,,
102,Coke Mismo,,Coca-Cola,case (12x290ml),,,CIP,,Coca-Cola/case (12x290ml),, 16.66 ,135,12,case (12x290ml),pieces,,," 1,620.00 ", 1620pieces ," 2,249.10 ",,,
103,Condensada,,Alaska (48x370ml),,,,F1,,Alaska (48x370ml),, 0.14 ,9620,370,0,grams,,," 3,559,400.00 ", 3559400grams ," 1,390.22 ",,,
